,details
0,"{'Location': '#88/2,Richmond Road,, Bangalore City Center, Bangalore, India, 560025', 'overall_rating': '8.1', 'Name': 'The Elanza Hotel', 'reviews': [{'Review_Rating': '8.4', 'Review_Heading': 'Hotel at Posh Area but Food Quality bad”', 'Review_Body': 'The hotel is good but the food quality was really bad as per standards. Green Tea Do Not Provide. \nTea/coffee sachet they do not replenish in room until we call.\nDinner One day I took Chicken Tandoori which was not cooked well\n2nd Day tried Veg - Paneer Tikka ( Hard Rubber Type ) and Paneer Paratha with no paneer in it with no pickle or Curd'}, {'Review_Rating': '7.2', 'Review_Heading': 'Hotel is good but services need to improve ”', 'Review_Body': 'Hotel is good .. staff is good but services need to improve '}, {'Review_Rating': '10.0', 'Review_Heading': 'Hotel elanza”', 'Review_Body': 'Good n nice'}, {'Review_Rating': '9.6', 'Review_Heading': 'Best room in the world”', 'Review_Body': 'Absolute value for money, great location, no pool but doesnt matter, their rooms are better than some 7 star hotels'}, {'Review_Rating': '8.0', 'Review_Heading': 'Elenza”', 'Review_Body': 'Nice hotel. But hard to find electric switches as they are very tiny with very tiny letters. Toilet rolls are tiny and in the back, hard to reach. Air-conditioning temperature can not be adjusted.'}, {'Review_Rating': '3.6', 'Review_Heading': '`how did this property get good reviews``?”', 'Review_Body': '1 Receptionist- didnt even say good evening, smile or help us in any way with explaining the layout of the hotel.\n2 We booked the suite for 3 days -filthy sheets and pillow cases.\n3 Minimal hangers, towels, glasses and toiletries\n4 asked to see manager - never appeared despite giving reception photographic evidence of the bed linen \n5 minuscule light switches impossible to read and some did not relate to what they said\n6 chipped and dirty mugs\n7 Tv in bed area not working - fixed and only3 channels\n8 Breakfast limited and the buffet closed sharp at 10 many guests missed out\n9 GM nowhere around and reception often empty'}, {'Review_Rating': '4.0', 'Review_Heading': 'Nice Hotel + Good Location”', 'Review_Body': ""The hotel is ideal for short stays and if your are only in the hotel to sleep.  Being a tech city there are key cards and touch switches however they are a nuisance as the panels don't work. You would need to call several times if you need a towel, cloths hanger or even water. Lacks warmth, very impersonal. There seems to be no senior person / manager around to guide the team or respond to our queries during our stay. ""}, {'Review_Rating': '3.2', 'Review_Heading': 'Not a Great Experience”', 'Review_Body': 'There were number of issues as follows : \n\n1. Rooms are small and very compact.\n2. There isn’t basic items provided in the room like coffee, milk, shampoo etc.\n3. No staff available at reception most of the time.\n4. Breakfast choice is not great as well.\n'}, {'Review_Rating': '10.0', 'Review_Heading': 'Very good”', 'Review_Body': 'Very good rooms and good location'}, {'Review_Rating': '8.4', 'Review_Heading': 'Great Location, Dated Building and Interiors ”', 'Review_Body': 'The location is great. Staff is very polite and helpful. Though the infrastructure is old and rooms are dated. Both elevators failed one after another within a span of 2 days. Breakfast buffet is very limited. '}, {'Review_Rating': '9.6', 'Review_Heading': 'Exceptional”', 'Review_Body': 'I really liked the room layout. Place is clean and room was well maintained.'}, {'Review_Rating': '7.6', 'Review_Heading': 'Value for money Stay”', 'Review_Body': 'Perfect location .\nCooperative staff.\nSmall rooms with almost all facilities.\nNeed to have phone near the lift on each floor for assistance in case room access is problem for the guests. \nLighting in washroom can be improved. '}, {'Review_Rating': '6.0', 'Review_Heading': 'Above average”', 'Review_Body': 'Very rude staff. The room service staff got angry when we asked for extra spoon!! Not recommended at all..'}, {'Review_Rating': '6.0', 'Review_Heading': 'Above average”', 'Review_Body': 'Very rude staff. The room service staff got angry when we asked for extra spoon!! Not recommended at all..'}, {'Review_Rating': '9.6', 'Review_Heading': 'Value for money”', 'Review_Body': 'As of accommodation top notch with its location and ambience and breakfast could be improved '}, {'Review_Rating': '8.0', 'Review_Heading': ' Fantastic place to stay in city center of Bangalore”', 'Review_Body': 'It is well located in the Richmond Road which is in the city center itself but not that many disturbances of the traffic. All major attractions are of more or less of equal distance. We parked our car in the hotel and went to the city by Uber or Auto, otherwise parking will be an issue in the city. Hotel staff are very friendly. Breakfast is decent but limited, unfortunately the same menu is repeating every day. The main attendant in the restaurant was very friendly and helping. Rooms are adequately spacious, since they smart electrical switches it is little bit difficult to identify in the first time. I will definitely choose the same hotel when I visit Bangalore next time.\nSuggestions\n*Avoid travelling in peak time traffic from 8.30 am to 10 am and 4.30 pm to 6.30 pm\n*If you wish to go for shopping, the ideal place is Jayanagar 4th block where you can find out vendors matching all price tags. Avoid the so called “Commercial Street”, all items available there are of cheap quality.\nCons : \n*Wi Fi password changing daily or more than once in a day, which is inconvenient.\n*Water pressure in the toilet is too high (room no. 414)\n*Parking space is limited (for 3 or 4 cars only), remaining cars they are parking in the next property.\n'}, {'Review_Rating': '6.4', 'Review_Heading': 'Would be better”', 'Review_Body': 'Would be better'}, {'Review_Rating': '5.6', 'Review_Heading': 'Not the best”', 'Review_Body': 'Can choose to stay if options are limited '}, {'Review_Rating': '4.8', 'Review_Heading': 'A good hotel with worst service”', 'Review_Body': 'Don’t expect service or attendance from the staff. They do not care for customer or customer voice.\nHowever the hotel is good and is at good location.\n'}, {'Review_Rating': '8.8', 'Review_Heading': 'Very Good hotel”', 'Review_Body': 'I had been here with my husband and daughter and i must say the hotel was really pleasant and was located in a very decent area. Only i would like to request the staff to kindly update on breakfast menu everyday. Otherwise i enjoyed my stay and would recommend others too. '}], 'price': '4,115', 'img_link': 'https://pix8.agoda.net/hotelImages/299/299158/299158_16091414150046441647.jpg?ca=6&ce=1&s=1024x768', 'room_size': '25m²', 'amenities': ['City view', 'Non-smoking', 'Shower', 'Free Wi-Fi', 'Bathrobes', 'Hair dryer', 'Mirror', 'Toiletries', 'Towels', 'DVD/CD player', 'Free Wi-Fi in all rooms!', 'Satellite/cable channels', 'Telephone', 'Video game console', 'Air conditioning', 'Alarm clock', 'Daily newspaper', 'Linens', 'Sleep comfort items', 'Slippers', 'Soundproofing', 'Wake-up service', 'Coffee/tea maker', 'Free bottled water', 'Mini bar', 'Refrigerator', 'Wine glasses', 'Daily housekeeping', 'Desk', 'Seating area', 'Sofa', 'Trash cans', 'Wooden/parqueted flooring', 'Closet', 'Ironing facilities', 'Washing machine', 'Accessible by elevator', 'Fire extinguisher', 'In-room safe box', 'Safety/security feature', 'Smoke detector'], 'city': 'Bangalore', 'link': 'https://agoda.com/en-gb/the-elanza-hotel/hotel/bangalore-in.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2023-03-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=INR&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=fedc1d8f-f788-4eb5-94f4-f1651748d48b'}"
1,"{'Location': '#31, W H Hanumanthappa Road, 5th Main Rd, Gandhi Nagar, Off race course, Bangalore City Center, Bangalore, India, 560009', 'overall_rating': '7.1', 'Name': 'ZION-a Luxurious Hotel', 'reviews': [{'Review_Rating': '8.4', 'Review_Heading': 'A business hotel in heart of the town.! ”', 'Review_Body': 'A good hotel with all the necessary amenities in heart of the city. '}, {'Review_Rating': '9.6', 'Review_Heading': 'Exceptional”', 'Review_Body': 'good hotel maintain it. would be staying again when i visit Bangalore again'}, {'Review_Rating': '9.6', 'Review_Heading': 'All was good excellent ”', 'Review_Body': 'Staff team was not that good & helpful, always talking tearms and conditions, customers are attracted by response, so staff team especially who is sitting on reception, some 2 or 3 of them were same, well educated, but waste in response, jus doing there duty, other room service, car parking & security was well mannered & well behaved.. '}, {'Review_Rating': '2.0', 'Review_Heading': 'Disappointed!”', 'Review_Body': 'One of the worst hotels in Bangalore. How was they got 4 stars ? When we are check in room , they didn’t changed the bed sheets and pillows cover, who had used before.  We found it and call them for changing. Breakfast was very poor. There …nobody knows how to smile. Very disappointed 🤭'}, {'Review_Rating': '2.0', 'Review_Heading': 'Acceptable”', 'Review_Body': 'worst internet.very bad experiance.'}, {'Review_Rating': '7.2', 'Review_Heading': 'Zion stay review ..ok for stay and price not much facilities ofcourse”', 'Review_Body': 'Ok OK ..value for money of four k ....not so great not so bad'}, {'Review_Rating': '4.8', 'Review_Heading': 'Acceptable”', 'Review_Body': 'The room was very basic, cockroaches n all. The bathroom was good. The beds were not comfortable. The staff were clueless about a lot of things. The food was not great.  It would be nice if they can improve the standard of the rooms or reduce the price.'}, {'Review_Rating': '9.2', 'Review_Heading': 'Clean and Comfortable Stay”', 'Review_Body': ""It's worth visiting this hotel as it all all the amenities and facilities located inside.""}, {'Review_Rating': '9.6', 'Review_Heading': 'It’s really good”', 'Review_Body': 'The staff the room were too good\nOverall experience 9/10'}, {'Review_Rating': '4.8', 'Review_Heading': 'Did Not Like my Stay”', 'Review_Body': 'The wifi is Awful . They give you a coupon which is valid for 1 day. The internet speed using this coupon is extremely bad and disconnects automatically. They will tell you that they will generate a coupon code for faster internet and will send to your room which they NEVER WILL. You need to go and followup them. Also it will work for only 2 people (devices). So if you are a group of 3 better luck arguing with these guys because all you will hear is it’s not possible. Worst guest experience and the staff is clearly undertrained. They had the audacity to tell “Go bring your device downstairs to the reception and I will connect the internet” I mean who the hell says that?? How a Guest is supposed to go up and down? They need to come up and fix it. It’s ridiculous. Also the best part is hot water. Better luck getting HOT WATER in the evening. This hotel misses basic needs. It’s a BIG NO. I would not even think of staying in this hotel again. 4 Star hotel ☕️  😂'}, {'Review_Rating': '8.4', 'Review_Heading': 'Bad location”', 'Review_Body': ""Me and my girlfriend were walking along the road to a shop and the men were just disgusting. Couldn't take their eyes of my girlfriends legs and were overtly staring in groups. Luckily our hotel was close by so we went back and took the car""}, {'Review_Rating': '9.2', 'Review_Heading': 'Good hotel with friendly staff”', 'Review_Body': 'I had a great time staying at Zion. The rooms are spacious and cozy and the staff is very friendly and accomodating to any request you may have. A special thanks to Prakesh, Anjan and Yashwanth for being so helpful.'}, {'Review_Rating': '7.6', 'Review_Heading': 'Room”', 'Review_Body': ""The room is okayish but the furniture is bit dilapidated and when it come's to breakfast it's not worth it""}, {'Review_Rating': '10.0', 'Review_Heading': 'Good hotel”', 'Review_Body': 'Nice breakfast central location '}, {'Review_Rating': '5.6', 'Review_Heading': 'Not worth it”', 'Review_Body': ""Location is  not very Posh, The guests are not allowed outside food and the strangest of all :  visitors are not allowed in the guest's rooms. ""}, {'Review_Rating': '2.0', 'Review_Heading': 'Worst Communication”', 'Review_Body': 'Please reconfirm before check-in date'}, {'Review_Rating': '5.6', 'Review_Heading': 'Above average”', 'Review_Body': 'Wait for 30minutes for checked in room'}, {'Review_Rating': '9.6', 'Review_Heading': 'Good”', 'Review_Body': 'Really superb hotel maintained rooms and all very neatly'}, {'Review_Rating': '5.2', 'Review_Heading': 'Frequent Power Cut and Delayed Room Service”', 'Review_Body': 'All three days we stayed here, power went off and on frequently. Response from room maintenance was very poor and it was not corrected. You order water or tea, they will take minimum 45 min to deliver it. Experience was very poor at this hotel.'}, {'Review_Rating': '3.6', 'Review_Heading': 'Acceptable”', 'Review_Body': 'Not worth visiting, spend 500 extra and get better place'}], 'price': '2,438', 'img_link': 'https://pix8.agoda.net/hotelImages/9613682/-1/95c072db73352c864cfacbc6928c96cc.jpg?ce=0&s=1024x768', 'room_size': '28m²', 'amenities': ['2 single beds', 'City view', 'Shower', 'Free Wi-Fi', 'Bathroom phone', 'Hair dryer', 'Mirror', 'Toiletries', 'Towels', 'Free Wi-Fi in all rooms!', 'Telephone', 'TV [flat screen]', 'Air conditioning', 'Blackout curtains', 'Daily newspaper', 'Wake-up service', 'Coffee/tea maker', 'Free bottled water', 'Desk', 'Closet', 'Clothes rack', 'Ironing facilities', 'In-room safe box', 'Locker'], 'city': 'Bangalore', 'link': 'https://agoda.com/en-gb/zion-a-luxurious-hotel/hotel/bangalore-in.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2023-03-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=INR&isFreeOccSearch=false&isCityHaveAsq=false&tspTypes=4&los=1&searchrequestid=fedc1d8f-f788-4eb5-94f4-f1651748d48b'}"
2,"{'Location': '19 & 20 3rd Main Road, Bangalore City Center, Bangalore, India, 560009', 'overall_rating': '7.0', 'Name': 'GRAND KALINGA HOTEL', 'reviews': [{'Review_Rating': '2.0', 'Review_Heading': 'Worst Property”', 'Review_Body': 'Totally chaos.\nNo early breakfast\nVery very limited options\nFirst they not find my booking\nThen after 30 mins find my booking but give me used rooms without cleaning\nThen Again wait for 30 mins and give me new rooms..\nAll this happened at 9 PM almost 6 hrs later after check in time...'}, {'Review_Rating': '7.6', 'Review_Heading': 'Good hotel”', 'Review_Body': 'Hotel rooms were good , spacious clean .\nValue for money rooms..'}, {'Review_Rating': '10.0', 'Review_Heading': 'very good”', 'Review_Body': 'excellent '}, {'Review_Rating': '10.0', 'Review_Heading': 'Wonderful hotel nice people”', 'Review_Body': 'Hotel was awesome nice people on reception very clean hotel I had good time there next time I will visit this hotel only'}, {'Review_Rating': '2.8', 'Review_Heading': 'POV”', 'Review_Body': ""just be polite and do your job that's all""}, {'Review_Rating': '10.0', 'Review_Heading': 'Simply Worth It”', 'Review_Body': 'Stayed for a Week with 2 Rooms and 4 people. Great Location, Well Behaved Staff, Neat and Clean, Worth every Penny \n\nOnly drawback I found that Some Rooms are not good. Customer needs to shift to better rooms'}, {'Review_Rating': '3.6', 'Review_Heading': 'UNHYGIENIC ”', 'Review_Body': 'There were so many cockroaches in the room, no pest control done nothing, at 3 am when we checked in we wanted to call the reception, but the phone was not working, very unhygienic '}, {'Review_Rating': '10.0', 'Review_Heading': 'Best hotel in the city”', 'Review_Body': 'Mr John manger was very friendly and helpful hotel is very clean super clean I enjoyed my time there and had very good night sleep I had earlier check in in the 3 am morning they provide me the room without any charges please I  highly recommend this hotel for the stay in Banglore '}, {'Review_Rating': '9.2', 'Review_Heading': 'Exceptional”', 'Review_Body': 'It was really a good stay during my visit to Bengaluru. Great location, cleanliness, supported staff all were good. \nOnly one thing was happened which spoiled my stay was meals they served. Anyway, I would love to visit again this hotel.'}, {'Review_Rating': '2.8', 'Review_Heading': 'Good ”', 'Review_Body': 'V. Good '}, {'Review_Rating': '7.6', 'Review_Heading': 'Good”', 'Review_Body': 'Goof'}, {'Review_Rating': '2.0', 'Review_Heading': 'Grand Kalinga hotel”', 'Review_Body': 'Hotel Grand Kalinga is amzing beautiful with a very soothing interior a very eco friendly terrace with warm hospitality. A beautiful place to relax and makes us feel at home ....exspcially the guy who in the front of house name called John .....and Genaral manager Mr.Ravindran......is taking care ver nicely.....thank you grand Kalinga hotel.'}, {'Review_Rating': '6.0', 'Review_Heading': 'Value for Money”', 'Review_Body': 'Spacious rooms\nComfortable stay\nAvailability of resto-bar\nFlexible check-in and check-out\nOnly thing is not good is the location, which is not family friendly.'}, {'Review_Rating': '3.2', 'Review_Heading': 'dirty and smelly bathroom”', 'Review_Body': 'No towels were given, the reason being laundry did not deliver the linens. the bathroom was so stinky and dirty. despite being asked to clean, it was not done. when asked why the housekeeping did not clean the room when I went out, they asked me back why I did not ask to clean the room, like seriously. but the manager JOHN was a really nice guy. '}, {'Review_Rating': '10.0', 'Review_Heading': 'Very Good ”', 'Review_Body': 'Room was nice clean and staffs were cooperative location is a plus point \nBut there is no water provided you have to buy it '}, {'Review_Rating': '6.0', 'Review_Heading': 'Location wise good place to stay”', 'Review_Body': 'Location wise good place to stay'}, {'Review_Rating': '6.0', 'Review_Heading': 'Location wise good place to stay”', 'Review_Body': 'Location wise good place to stay'}, {'Review_Rating': '7.6', 'Review_Heading': 'Cheap and ok room. ”', 'Review_Body': 'The rooftop and restaurant was great. \nI was expecting a little bit more for the room to be honest. '}, {'Review_Rating': '7.6', 'Review_Heading': 'Good hotel in great location”', 'Review_Body': ""It's like a heritage or vintage hotel. Clean and in great vicinity. Only problem is with the staff who is lazy and unresponsive, good for young people but senior citizens should avoid. ""}, {'Review_Rating': '8.0', 'Review_Heading': 'Value for money”', 'Review_Body': 'Budget stay'}], 'price': '1,572', 'img_link': 'https://pix8.agoda.net/hotelImages/30444756/0/e35ff30e4316df87c90d57a79096cb66.jpg?ca=26&ce=0&s=1024x768', 'room_size': '20m²', 'amenities': ['Executive lounge access', 'Free Wi-Fi', 'Cleaning products', 'Free Wi-Fi in all rooms!', 'Air conditioning', 'Concierge', 'Fan', 'Hand sanitizer', 'Linens', 'Mosquito net', 'Sleep comfort items', 'Umbrella', 'Individual air conditioning'], 'city': 'Bangalore', 'link': 'https://agoda.com/en-gb/grand-kalinga-hotel/hotel/bangalore-in.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2023-03-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=INR&isFreeOccSearch=false&isCityHaveAsq=false&tspTypes=-1,-1&los=1&searchrequestid=fedc1d8f-f788-4eb5-94f4-f1651748d48b'}"
3,"{'Location': 'ITPL Main Road Phase 2, Plot No 1 , Green Avenue Layout ,  Opp Kundalahalli Colony, Whitefield, Bangalore, India, 560037', 'overall_rating': '9.2', 'Name': 'Bloom Hotel - Brookefield', 'reviews': [{'Review_Rating': '6.4', 'Review_Heading': 'Not worth to stay”', 'Review_Body': 'This hotel is only meant for one day stay or for any corporate paid stays. Not value for money. Facilities are poor like no bathroom door mats, bathroom amenities are not working, no complimentary breakfast'}, {'Review_Rating': '9.6', 'Review_Heading': 'Exceptional”', 'Review_Body': 'This was my second stay at Bloom Hotel - Brookefield. Great staff, very helpful and friendly. They were also accomodating of my request to check-in early. The rooms are spotlessly clean. Great job there!! Keep up the good work. My only critique if any would be to have a fully functional restaurant for lunch and dinner, but I was given to understand that it would be up and running next month. On the whole, a comfortable stay no complaints.'}, {'Review_Rating': '6.8', 'Review_Heading': 'Good hotel with not so good food”', 'Review_Body': 'Hotel is new and clean. But the food is not good and safe.'}, {'Review_Rating': '9.6', 'Review_Heading': 'Nice place to stay”', 'Review_Body': 'Clean, nice spacious'}, {'Review_Rating': '7.6', 'Review_Heading': 'Nice one”', 'Review_Body': 'nice location'}, {'Review_Rating': '10.0', 'Review_Heading': 'Value for Money”', 'Review_Body': 'Clean Rooms, best facilities and good staff. Good location. '}, {'Review_Rating': '10.0', 'Review_Heading': 'Best & Newest Budget Hotel in B’luru !!!”', 'Review_Body': 'Easily the best no-frills budget hotel in all of B’luru. Tried out based on google reviews & wasn’t disappointed one bit. A new property, which has been in existence for 8 months now. Cozy ambiance, vibrant yellow aesthetics, spacious rooms, decent amenities, delectable food (buffet has substantial variety for the budget offered), super swift room service / response time, complimentary soft drinks & extremely amicable, efficient and competent staff. Would like to call out Irshad, Shivraj, Rajkumar, Sneha & Nakul from front desk. Shambu & Mantu from Security. Pradeep from Room Service. Hotel is easily accessible for cabs/rick and close to ITPL main road pubs, restaurants and shops. Do not miss this gem of a place if your priority is budget, comfort, hygiene, facilities & safety. Kudos and keep up the great work !!'}, {'Review_Rating': '8.0', 'Review_Heading': 'Very good”', 'Review_Body': 'The hotel is in a good location, staffs  were helpful and friendly. The service was  good and our stay was relaxing. '}, {'Review_Rating': '10.0', 'Review_Heading': 'Best in all forms”', 'Review_Body': 'The staff is very courteous and forthcoming, the rooms are small but extremely clean, i like to book a hotel based on how the toilets are, and i was pleasantly surprised that the bathrooms were spic and span, rooms can do with fan but otherwise the experience was amazing '}, {'Review_Rating': '10.0', 'Review_Heading': 'Exceptional”', 'Review_Body': 'Stay was excellent '}, {'Review_Rating': '10.0', 'Review_Heading': 'Great Experience”', 'Review_Body': 'A super cozy hotel and in a great locality. Staffs and security are really helpful and go out of their way to make your stay comfortable. Rooms are compact but super clean and hygienic. There is a car parking at the basement which can accommodate 5-6 cars at max. Had a wonderful experience 5/5. '}, {'Review_Rating': '10.0', 'Review_Heading': 'Exceptional”', 'Review_Body': 'Best for the budget'}, {'Review_Rating': '8.4', 'Review_Heading': 'Good clean hotel”', 'Review_Body': 'Only issue was the wifi flakiness'}, {'Review_Rating': '8.8', 'Review_Heading': 'Well maintained ”', 'Review_Body': 'Hotel is well maintained. Staff are very courteous. Food and breakfast spread can be improved. '}, {'Review_Rating': '9.6', 'Review_Heading': 'Modern Practical And Very Cosy”', 'Review_Body': 'A cosy place with lots of sunshine yellow, clean rooms and comfortable beds,  it has furniture and fittings which have been thoughtfully chosen for practical use. This ensures  a clutter free environment where the available space is utilized very well. Room service is good. And my brother and i had a very tasty lunch ,  but possibly due to the nice weather and a consequent late start of activities, a steaming pot of filter coffee we were yearning for did not get delivered ! '}, {'Review_Rating': '10.0', 'Review_Heading': 'Great hotels”', 'Review_Body': 'Bloom is one the best stay wih clean and equipped rooms'}, {'Review_Rating': '9.6', 'Review_Heading': 'Excellent service ”', 'Review_Body': 'Excellent service '}, {'Review_Rating': '10.0', 'Review_Heading': 'Amazing value ”', 'Review_Body': 'This is a hidden gem in Bangalore! I was pleasantly surprised to find this place and had a wonderful stay. The place is so clean, the bathrooms are brand new, the linens are soft and new, and it was such a comfortable stay. The restaurant was really good. The staff went out of their way to make my meals personalized for my taste. '}, {'Review_Rating': '8.0', 'Review_Heading': 'Clean and new”', 'Review_Body': 'Hotel property was new and was very clean when I visited. Staffs were polite.\nI am not sure what is the status of similar hotel for the price. There is a lack of dedicated storage/cabin (they have a small number lock security storage for valuables), except that everything was good.  '}], 'price': '2,113', 'img_link': 'https://pix8.agoda.net/hotelImages/31418991/504144922/6962d8a830f0fd69fb03c6f86aff3a1f.jpg?ca=29&ce=0&s=1024x768', 'room_size': '17m²', 'amenities': ['2 single beds', 'Non-smoking', 'Shower', 'Free Wi-Fi', 'Accessible toilet', 'Cleaning products', 'Hair dryer', 'Mirror', 'Toiletries', 'Towels', 'Free Wi-Fi in all rooms!', 'Reading light', 'Satellite/cable channels', 'Telephone', 'Adapter', 'Air conditioning', 'Air purifier', 'Alarm clock', 'Concierge', 'Daily newspaper', 'Hand sanitizer', 'Heating', 'Linens', 'Slippers', 'Soundproofing', 'Umbrella', 'Wake-up service', 'Free bottled water', 'Desk', 'High floor', 'Laptop workspace', 'Trash cans', 'Window', 'Closet', 'Ironing facilities', 'Shoeshine kit', 'Accessible by elevator', 'Accessible by stairs', 'Fire extinguisher', 'First aid kit', 'Individual air conditioning', 'In-room safe box', 'Laptop safe box', 'Locker', 'Safety/security feature', 'Smoke detector'], 'city': 'Bangalore', 'link': 'https://agoda.com/en-gb/bloom-hotel-brookefield/hotel/bangalore-in.html?finalPriceView=1&isShowMobileAppPrice=false&cid=1844104&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2023-03-18&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=INR&isFreeOccSearch=false&isCityHaveAsq=false&tspTypes=1&los=1&searchrequestid=fedc1d8f-f788-4eb5-94f4-f1651748d48b'}"
